URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,DNS_QUERY_TIMES,Type
102,20,0,106,35,29,0,0,0,0,0,0,0,0,0.0,0
40,9,2,6,35,26,5,3,3,486,5,4,244,486,0.0,0
31,8,2,22,16,40,5,0,1,593,9,9,955,929,4.0,0
123,25,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
156,31,1,6,11,17,1,1,1,90,1,5,416,90,0.0,1
126,25,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
37,9,5,8,35,53,2,0,2,128,4,5,407,276,2.0,1
44,7,3,87,35,109,0,0,0,0,0,0,0,0,0.0,0
99,20,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
78,12,1,102,35,85,0,0,0,0,0,0,0,0,0.0,0
36,8,0,110,38,52,6,0,4,372,8,10,703,520,2.0,1
48,8,3,87,35,34,0,0,0,0,0,0,0,0,0.0,0
37,8,4,110,35,26,0,0,0,0,0,0,0,0,0.0,0
56,11,2,166,26,115,7,0,2,752,9,9,1197,916,2.0,1
44,9,0,159,35,103,53,21,8,7834,61,53,22947,8472,8.0,0
123,24,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
42,10,1,159,35,13,0,0,0,0,0,0,0,0,0.0,0
53,11,1,40,35,80,26,8,11,1668,26,13,894,1668,0.0,0
46,9,0,6,35,86,29,14,4,3416,35,35,17574,3858,6.0,0
48,14,1,6,9,111,48,0,1,3450,50,51,66124,3602,2.0,1
35,11,1,6,6,100,18,0,2,2102,20,21,20976,2252,2.0,1
39,8,4,159,35,105,0,0,0,0,0,0,0,0,0.0,0
47,9,0,110,35,134,0,0,0,0,0,0,0,0,0.0,0
146,24,1,159,35,13,29,20,8,4167,33,33,3181,4499,4.0,0
47,11,0,41,24,110,26,11,7,3213,34,32,16931,3821,8.0,1
35,8,1,148,35,20,0,0,0,0,0,0,0,0,0.0,0
48,10,4,168,13,27,0,0,0,0,0,0,0,0,0.0,0
71,14,1,80,6,100,0,0,0,0,0,0,0,0,0.0,0
37,7,4,36,6,19,0,0,0,0,0,0,0,0,0.0,0
94,20,1,6,35,71,11,0,3,1260,19,17,2399,1850,8.0,1
173,34,1,6,11,17,1,1,1,90,1,5,416,90,0.0,1
57,10,0,159,35,103,37,9,11,5965,43,47,20145,6439,6.0,0
69,14,1,83,35,86,31,2,8,2131,35,33,30035,2437,4.0,0
69,13,1,6,35,109,10,0,4,903,14,12,1489,1205,4.0,1
40,9,0,45,35,63,21,0,2,2021,23,25,26799,2165,2.0,0
81,17,4,88,35,26,0,0,0,0,0,2,124,0,0.0,1
74,11,0,110,38,52,11,0,3,1260,19,17,2399,1850,8.0,1
45,8,4,79,35,86,8,4,3,660,8,6,476,660,0.0,0
39,9,0,173,6,124,0,0,0,0,0,0,0,0,0.0,0
54,11,2,6,35,13,5,0,2,582,9,9,1097,882,4.0,1
49,7,3,110,35,13,0,0,0,0,0,0,0,0,0.0,0
124,23,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
30,7,0,6,35,20,0,0,0,0,0,0,0,0,0.0,0
59,12,4,159,4,91,22,12,5,3142,30,24,7684,3746,8.0,0
26,7,0,56,12,150,9,0,4,842,11,12,2101,994,2.0,1
54,10,0,110,35,20,1194,12,8,99843,1198,1284,2060012,100151,4.0,0
27,7,1,29,12,150,38,0,3,4207,44,45,39662,4679,6.0,1
39,8,4,108,35,20,34,24,7,5528,34,22,7472,5528,0.0,0
37,10,0,159,8,166,12,0,2,1961,16,14,2991,2245,4.0,1
37,9,4,164,35,20,0,0,0,0,0,0,0,0,0.0,0
57,12,0,23,35,42,79,2,7,5863,83,83,127368,6173,4.0,0
29,7,0,6,35,59,34,0,2,2934,40,40,34995,3416,6.0,1
27,6,1,22,2,120,40,13,14,3781,46,44,34101,4253,6.0,0
50,9,0,169,35,138,0,0,0,0,0,0,0,0,0.0,0
135,26,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
21,7,2,159,27,97,6,0,2,603,8,9,1580,745,2.0,1
131,36,0,110,35,149,16,5,6,1020,16,8,508,1020,0.0,1
82,18,1,80,35,20,45,2,5,3565,49,49,58127,3903,4.0,0
72,14,4,159,37,136,0,0,0,0,0,0,0,0,0.0,0
90,17,2,6,35,93,7,3,3,606,7,4,244,606,0.0,0
49,10,4,6,35,63,14,1,3,1567,18,20,6818,1859,4.0,0
34,9,0,110,38,52,26,0,3,3569,32,31,10750,4037,6.0,1
85,13,1,29,35,154,37,0,8,3630,43,40,34113,4118,6.0,1
100,20,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
43,9,0,159,35,149,0,0,0,0,0,0,0,0,0.0,0
146,27,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
62,12,1,126,35,20,0,0,0,0,0,0,0,0,0.0,0
31,7,2,13,35,134,0,0,0,0,0,0,0,0,0.0,0
59,13,3,90,35,75,10,0,3,1170,16,14,1324,1584,6.0,0
40,9,1,7,35,162,0,0,0,0,0,0,0,0,0.0,0
40,9,4,160,35,32,0,0,0,0,0,0,0,0,0.0,0
34,6,3,90,35,13,0,0,0,0,0,0,0,0,0.0,0
143,26,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
88,17,1,110,6,100,4,3,2,432,4,6,372,432,0.0,0
87,17,1,159,35,26,0,0,0,0,0,0,0,0,0.0,0
35,8,0,110,38,52,15,1,2,1850,21,23,2970,2302,6.0,1
41,10,0,18,35,140,24,0,2,4034,30,26,12486,4498,6.0,1
49,9,0,6,35,55,5,4,3,474,5,8,490,474,0.0,0
97,15,3,87,35,109,40,32,7,5024,46,37,15154,5500,6.0,0
84,15,1,29,35,154,25,0,5,2262,29,27,33205,2588,4.0,1
35,8,1,102,35,149,27,1,5,2771,31,33,36261,3051,4.0,0
93,19,4,88,35,26,1,1,1,90,1,4,354,90,0.0,1
82,13,3,87,35,34,31,26,6,3286,37,45,28351,3776,6.0,0
37,9,4,1,35,20,18,5,10,2248,26,28,3605,2890,8.0,0
38,9,3,110,35,13,0,0,0,0,0,0,0,0,0.0,0
82,17,4,88,35,26,0,0,0,0,0,3,186,0,0.0,1
43,10,4,92,35,23,0,0,0,0,0,0,0,0,0.0,0
42,10,0,18,35,140,25,0,2,4101,31,28,12614,4565,6.0,1
28,6,3,90,35,113,5,3,3,474,5,6,364,474,0.0,0
51,10,4,110,35,23,39,3,8,3637,45,37,44294,4127,6.0,0
43,10,0,78,39,154,8,0,1,1045,10,9,2806,1209,2.0,1
170,17,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
32,7,1,159,35,86,0,0,0,0,0,0,0,0,0.0,0
126,23,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
183,29,0,91,35,86,22,2,7,2062,30,26,8161,2742,8.0,0
49,13,1,6,9,111,50,0,2,3571,52,55,66449,3723,2.0,1
26,7,0,173,35,127,24,0,3,2508,30,30,21098,2992,6.0,1
77,14,3,87,35,23,6,3,4,564,6,7,442,564,0.0,0
178,16,1,6,11,17,0,0,0,0,0,3,186,0,0.0,1
55,11,0,0,35,20,0,0,0,0,0,0,0,0,0.0,0
135,27,1,6,11,17,0,0,0,0,0,2,124,0,0.0,1
43,10,0,18,35,140,23,0,2,3970,29,27,12548,4434,6.0,1
94,19,4,88,35,26,1,1,1,90,1,4,354,90,0.0,1
